id,crawled_at,manually_modified,error_count,last_error_message,created_at,updated_at,key,artist_key,name,name_kana,thumbnail_url,date_of_birth,blood_type,hometown,hp_artist_members,join_at,graduate_at,hp_event_members,recrawl_required,color_rgb,color_name
8589934657,<nil>,<nil>,0,<nil>,<nil>,2020-01-09T04:58:03Z,haruna_iikubo,morningmusume,飯窪春菜,イイクボハルナ,http://saraca.mokuren.ne.jp/mem/g/c201805-mm-03.jpg,1994-11-06T15:00:00Z,O,東京都,1,2011-09-28T15:00:00Z,2018-12-15T15:00:00Z,<nil>,0,,
8589934658,<nil>,<nil>,0,<nil>,<nil>,2020-01-09T04:58:03Z,haruka_kudo,morningmusume,工藤遥,クドウハルカ,https://cdn-ak.f.st-hatena.com/images/fotolife/r/risacchi/20171104/20171104000854.jpg,1999-10-26T15:00:00Z,A,埼玉県,1,2011-09-28T15:00:00Z,2017-12-10T15:00:00Z,<nil>,0,,
8589934659,<nil>,<nil>,0,<nil>,<nil>,2020-01-09T04:58:03Z,haruna_ogata,morningmusume,尾形春水,オガタハルナ,https://sunshine-sakae.jp/img02/image/818.jpg,1999-02-14T15:00:00Z,A,大阪府,1,2014-09-29T15:00:00Z,2018-06-19T15:00:00Z,<nil>,0,,
8589934660,<nil>,<nil>,0,<nil>,2020-01-09T04:58:02Z,2020-01-09T04:58:02Z,rina_katsuta,angerme,勝田里奈,カツタリナ,https://www.entamealive.com/wp-content/uploads/2019/07/katsuta02.jpg,1998-04-05T15:00:00Z,A,東京都,2,2011-08-13T15:00:00Z,2019-09-24T15:00:00Z,<nil>,0,,
8589934661,<nil>,<nil>,0,<nil>,2020-01-09T04:58:02Z,2020-01-09T04:58:02Z,meimi_tamura,angerme,田村芽実,タムラメイミ,https://userdisk.webry.biglobe.ne.jp/004/977/34/N000/000/022/145061832838025154177.jpg,1998-10-29T15:00:00Z,O,群馬県,2,2011-08-13T15:00:00Z,2016-05-29T15:00:00Z,<nil>,0,,
8589934662,<nil>,<nil>,0,<nil>,2020-01-09T04:58:02Z,2020-01-09T04:58:02Z,maho_aikata,angerme,相川茉穂,アイカワマホ,https://stat.ameba.jp/user_images/20170111/23/offside12/66/47/j/o0475055013843459962.jpg?caw=800,1999-03-25T15:00:00Z,A,神奈川県,2,2014-10-03T15:00:00Z,2017-12-30T15:00:00Z,<nil>,0,,
8589934663,<nil>,<nil>,0,<nil>,2019-12-27T00:58:37Z,2019-12-27T00:58:37Z,nanami_yanagawa,countrygirls,梁川奈々美,ヤナガワナナミ,https://image.space.rakuten.co.jp/d/strg/ctrl/9/2a66680441a6600c737dedd30fbfe486e9d674bd.75.2.9.2.jpeg,2002-01-05T15:00:00Z,A,神奈川県,4,2015-11-04T15:00:00Z,2019-03-10T15:00:00Z,<nil>,0,,
8589934664,<nil>,<nil>,0,<nil>,2019-12-27T00:58:37Z,2019-12-27T00:58:37Z,manaka_inaba_c,countrygirls,稲場愛香,イナバマナカ,https://cdn-ak.f.st-hatena.com/images/fotolife/p/polka8dot/20160805/20160805204817.jpg,1997-12-26T15:00:00Z,B,北海道,4,2014-11-04T15:00:00Z,2016-08-03T15:00:00Z,<nil>,0,,
8589934665,<nil>,<nil>,0,<nil>,2019-12-27T00:58:37Z,2019-12-27T00:58:37Z,momoko_tsugunaga_c,countrygirls,嗣永桃子,ツグナガモモコ,https://stat.ameba.jp/user_images/20160420/21/hellopworld/cf/bb/j/o0475055013625033137.jpg?caw=800,1992-03-05T15:00:00Z,O,千葉県,4,2014-11-04T15:00:00Z,2017-06-29T15:00:00Z,<nil>,0,,
8589934666,<nil>,<nil>,0,<nil>,2020-01-09T05:58:31Z,2020-01-09T05:58:31Z,yuka_miyazaki,juicejuice,宮崎由加,ミヤザキユカ,https://contents.oricon.co.jp/upimg/news/20181221/2126059_201812210640078001545393929c.jpg,1994-04-01T15:00:00Z,O,石川県,3,2013-02-24T15:00:00Z,2019-06-16T15:00:00Z,<nil>,0,,
8589934667,<nil>,<nil>,0,<nil>,2020-01-09T05:58:31Z,2020-01-09T05:58:31Z,yanagawa_nanami,juicejuice,梁川奈々美,ヤナガワナナミ,https://stat.ameba.jp/user_images/20181102/23/toshiki1970/76/bf/j/o0475055014295987031.jpg?caw=800,2002-01-05T15:00:00Z,A,神奈川県,3,2017-06-25T15:00:00Z,2019-03-10T15:00:00Z,<nil>,0,,
8589934668,2025-01-30T02:01:01Z,<nil>,1,not crawled,2019-11-28T03:02:01Z,2025-01-30T02:01:16Z,rei_inoue,juicejuice,井上玲音,イノウエレイ,https://cdn.helloproject.com/img/artist/m/af0b841c54fc52f5edcc2c0cbdc553e307c57756.jpg,2001-07-16T15:00:00Z,O,東京都,3,2015-01-01T15:00:00Z,<nil>,<nil>,0,,
8589934669,2025-01-30T02:01:01Z,<nil>,1,not crawled,2020-11-02T10:33:20Z,2025-01-30T02:01:12Z,rin_kawana,angerme,川名凜,カワナリン,https://cdn.helloproject.com/img/artist/m/68ec210aec20c4a35b4f706d0cf675b590432fa5.jpg,2003-12-05T15:00:00Z,B,千葉県,2,2020-11-01T15:00:00Z,<nil>,<nil>,0,#008000,グリーン
8589934670,2025-01-30T02:01:01Z,<nil>,1,not crawled,2020-11-02T10:33:20Z,2025-01-30T02:01:12Z,shion_tamenaga,angerme,為永幸音,タメナガシオン,https://cdn.helloproject.com/img/artist/m/45be1909e89238f20e16fa71b99944db5b15ca76.jpg,2004-02-08T15:00:00Z,O,長野県,2,2020-11-01T15:00:00Z,<nil>,<nil>,0,#ffc0cb,ピンク
8589934671,2025-01-30T02:01:01Z,<nil>,1,not crawled,2020-11-02T10:33:20Z,2025-01-30T02:01:12Z,wakana_matsumoto,angerme,松本わかな,マツモトワカナ,https://cdn.helloproject.com/img/artist/m/c6c5f81dc07057cf7f3a3e831600940b457a5a48.jpg,2007-08-31T15:00:00Z,AB,神奈川県,2,2020-11-01T15:00:00Z,<nil>,<nil>,0,#ffffff,ホワイト
8589934672,2025-01-30T02:01:01Z,<nil>,1,not crawled,2021-07-07T11:03:22Z,2025-01-30T02:01:16Z,ichika_arisawa,juicejuice,有澤一華,アリサワイチカ,https://cdn.helloproject.com/img/artist/m/3acff305835d01ba6987aaeffef34f1299799e8d.jpg,2003-12-22T15:00:00Z,O,大阪府,3,2021-07-06T15:00:00Z,<nil>,<nil>,0,#add8e6,ライトブルー
8589934673,2025-01-30T02:01:01Z,<nil>,1,not crawled,2021-07-07T11:03:22Z,2025-01-30T02:01:16Z,risa_irie,juicejuice,入江里咲,イリエリサ,https://cdn.helloproject.com/img/artist/m/026a8cc4a047b8dcb769c262d962243fde67f22f.jpg,2005-10-17T15:00:00Z,A,千葉県,3,2021-07-06T15:00:00Z,<nil>,<nil>,0,#d8bfd8,ライトパープル
8589934674,2025-01-30T02:01:01Z,<nil>,1,not crawled,2021-07-07T11:03:22Z,2025-01-30T02:01:16Z,kisaki_ebata,juicejuice,江端妃咲,エバタキサキ,https://cdn.helloproject.com/img/artist/m/71404a688728ce2dcc5839db925410ea4e124495.jpg,2007-01-29T15:00:00Z,A,京都府,3,2021-07-06T15:00:00Z,<nil>,<nil>,0,#ffffe0,デイジー
8589934675,2025-01-30T02:01:01Z,<nil>,1,not crawled,2021-07-07T11:03:39Z,2025-01-30T02:01:22Z,yuumi_kasai,tsubakifactory,河西結心,カサイユウミ,https://cdn.helloproject.com/img/artist/m/79b0b317a2b34e3df8b8db1dbfae905ad3c837b1.jpg,2003-07-29T15:00:00Z,O,山梨県,6,2021-07-06T15:00:00Z,<nil>,<nil>,0,#800080,パープル
8589934676,2025-01-30T02:01:01Z,<nil>,1,not crawled,2021-07-07T11:03:39Z,2025-01-30T02:01:22Z,shiori_yagi,tsubakifactory,八木栞,ヤギシオリ,https://cdn.helloproject.com/img/artist/m/3ce8b173bf301e3601e1f3d971951c1e5b72dc92.jpg,2003-09-18T15:00:00Z,O,愛知県,6,2021-07-06T15:00:00Z,<nil>,<nil>,0,#ffa500,オレンジ
8589934677,2025-01-30T02:01:01Z,<nil>,1,not crawled,2021-07-07T11:03:39Z,2025-01-30T02:01:22Z,marine_fukuda,tsubakifactory,福田真琳,フクダマリン,https://cdn.helloproject.com/img/artist/m/e0aa7941f2c915f1620de33484db56dbaf37546e.jpg,2004-10-17T15:00:00Z,AB,長崎県,6,2021-07-06T15:00:00Z,<nil>,<nil>,0,#4169e1,ロイヤルブルー
8589934678,2025-01-30T02:01:01Z,<nil>,1,not crawled,2021-07-07T11:03:39Z,2025-01-30T02:01:22Z,runo_yofu,tsubakifactory,豫風瑠乃,ヨフウルノ,https://cdn.helloproject.com/img/artist/m/f59072d613569775505882552046c04211cd995c.jpg,2007-12-19T15:00:00Z,O,大阪府,6,2021-07-06T15:00:00Z,<nil>,<nil>,0,#ffdb58,マスタード
8590061983,2025-01-30T02:01:01Z,<nil>,1,not crawled,2021-12-24T04:33:14Z,2025-01-30T02:01:31Z,madoka_saito,ochanorma,斉藤円香,サイトウマドカ,https://cdn.helloproject.com/img/artist/m/682b684fa2cb29306a0c65c82f1a80284df0abfc.jpg,2002-10-27T15:00:00Z,O,埼玉県,8,2021-12-11T15:00:00Z,<nil>,<nil>,0,,
8590061984,2025-01-30T02:01:01Z,<nil>,1,not crawled,2021-12-24T04:33:14Z,2025-01-30T02:01:31Z,ruli_hiromoto,ochanorma,広本瑠璃,ヒロモトルリ,https://cdn.helloproject.com/img/artist/m/78e70428f963be4cf1336a86aa29ca0dce03a3b6.jpg,2003-06-17T15:00:00Z,B,広島県,8,2021-12-11T15:00:00Z,<nil>,<nil>,0,,
8590061985,2025-01-30T02:01:01Z,<nil>,1,not crawled,2021-12-24T04:33:14Z,2025-01-30T02:01:31Z,kanami_ishiguri,ochanorma,石栗奏美,イシグリカナミ,https://cdn.helloproject.com/img/artist/m/f3969d6f4102e8c1d86f65383853c5ea76a49c84.jpg,2004-04-19T15:00:00Z,A,北海道,8,2021-12-11T15:00:00Z,<nil>,<nil>,0,,
8590061986,2025-01-30T02:01:01Z,<nil>,1,not crawled,2021-12-24T04:33:15Z,2025-01-30T02:01:31Z,kirara_yonemura,ochanorma,米村姫良々,ヨネムラキララ,https://cdn.helloproject.com/img/artist/m/ebc156a708613677226e82d319d03426f9b77a2d.jpg,2004-04-29T15:00:00Z,A,愛知県,8,2021-12-11T15:00:00Z,<nil>,<nil>,0,,
8590061987,2025-01-30T02:01:01Z,<nil>,1,not crawled,2021-12-24T04:33:15Z,2025-01-30T02:01:31Z,nanami_kubota,ochanorma,窪田七海,クボタナナミ,https://cdn.helloproject.com/img/artist/m/4dc01eda31e61b55357aaf7121e6874de106ef66.jpg,2004-07-22T15:00:00Z,A,千葉県,8,2021-12-11T15:00:00Z,<nil>,<nil>,0,,
8590061988,2025-01-30T02:01:01Z,<nil>,1,not crawled,2021-12-24T04:33:15Z,2025-01-30T02:01:31Z,sumire_tashiro,ochanorma,田代すみれ,タシロスミレ,https://cdn.helloproject.com/img/artist/m/5a2a7c7791d9f5ffc8438192969b761fb16a3e3d.jpg,2005-06-15T15:00:00Z,不明,神奈川県,8,2021-12-11T15:00:00Z,<nil>,<nil>,0,,
8590061989,2025-01-30T02:01:01Z,<nil>,1,not crawled,2021-12-24T04:33:15Z,2025-01-30T02:01:31Z,natsume_nakayama,ochanorma,中山夏月姫,ナカヤマナツメ,https://cdn.helloproject.com/img/artist/m/9d0e8b993758d2a83762028de7f6cbfffdc9e24b.jpg,2005-07-19T15:00:00Z,A,石川県,8,2021-12-11T15:00:00Z,<nil>,<nil>,0,,
8590061990,2025-01-30T02:01:01Z,<nil>,1,not crawled,2021-12-24T04:33:15Z,2025-01-30T02:01:31Z,miku_nishizaki,ochanorma,西﨑美空,ニシザキミク,https://cdn.helloproject.com/img/artist/m/2f8b59c05a1ee24f6b2ac6fb39ca8e3d141c2cb2.jpg,2006-04-16T15:00:00Z,O,岡山県,8,2021-12-11T15:00:00Z,<nil>,<nil>,0,,
8590061991,2025-01-30T02:01:01Z,<nil>,1,not crawled,2021-12-24T04:33:15Z,2025-01-30T02:01:31Z,momo_kitahara,ochanorma,北原もも,キタハラモモ,https://cdn.helloproject.com/img/artist/m/1270a445c4d54408043f871f481592b65208a6cb.jpg,2006-08-29T15:00:00Z,A,東京都,8,2021-12-11T15:00:00Z,<nil>,<nil>,0,,
8590061992,2025-01-30T02:01:01Z,<nil>,1,not crawled,2021-12-24T04:33:15Z,2025-01-30T02:01:31Z,roko_tsutsui,ochanorma,筒井澪心,ツツイロコ,https://cdn.helloproject.com/img/artist/m/0f27a1b69eb7bdadeb07f7b3e65c65b906a1d4c0.jpg,2007-08-09T15:00:00Z,A,佐賀県,8,2021-12-11T15:00:00Z,<nil>,<nil>,0,,
8590085285,2025-01-30T02:01:01Z,<nil>,1,not crawled,2021-12-31T15:33:08Z,2025-01-30T02:01:12Z,yuki_hirayama,angerme,平山遊季,ヒラヤマユキ,https://cdn.helloproject.com/img/artist/m/c562eeda15dc624ef2b854b7e995cebfc72e71b2.jpg,2006-07-24T15:00:00Z,A,神奈川県,2,2021-12-29T15:00:00Z,<nil>,<nil>,0,#90ee90,ライトグリーン
8590222510,2025-01-30T02:01:01Z,<nil>,1,not crawled,2022-06-29T14:03:18Z,2025-01-30T02:01:07Z,rio_sakurai,morningmusume,櫻井梨央,サクライリオ,https://cdn.helloproject.com/img/artist/m/9fab1120a105648104449dd8fedf44348ffc3bb4.jpg,2005-11-10T15:00:00Z,O,東京都,1,2022-06-28T15:00:00Z,<nil>,<nil>,0,#cd853f,ミルクティー
8590222529,2025-01-30T02:01:01Z,<nil>,1,not crawled,2022-06-29T14:03:41Z,2025-01-30T02:01:16Z,sakura_ishiyama,juicejuice,石山咲良,イシヤマサクラ,https://cdn.helloproject.com/img/artist/m/8179a428d2d7ca8a6ba66231c138d41392029acf.jpg,2004-02-21T15:00:00Z,B,東京都,3,2022-06-28T15:00:00Z,<nil>,<nil>,0,#800080,パープル
8590222530,2025-01-30T02:01:01Z,<nil>,1,not crawled,2022-06-29T14:03:42Z,2025-01-30T02:01:16Z,akari_endo,juicejuice,遠藤彩加里,エンドウアカリ,https://cdn.helloproject.com/img/artist/m/74f9d7ee39636aa22b8325f02ba01fcd7aab03ee.jpg,2008-04-25T15:00:00Z,A,北海道,3,2022-06-28T15:00:00Z,<nil>,<nil>,0,#98ff98,ミントグリーン
8590637495,<nil>,<nil>,0,<nil>,2023-03-18T06:27:40Z,2023-03-18T06:27:40Z,natsumi_taguchi,kobushifactory,田口夏実,タグチナツミ,https://raw.githubusercontent.com/emolga587/hpsort2/master/public/member_pics/%E7%94%B0%E5%8F%A3%E5%A4%8F%E5%AE%9F.jpg,2000-07-20T15:00:00Z,A,埼玉県,5,2014-12-31T15:00:00Z,2017-12-06T14:59:59Z,<nil>,0,,
8590637496,<nil>,<nil>,0,<nil>,2023-03-18T06:27:40Z,2023-03-18T06:27:40Z,rio_fujii,kobushifactory,藤井梨央,フジイリオ,https://raw.githubusercontent.com/emolga587/hpsort2/master/public/member_pics/%E8%97%A4%E4%BA%95%E6%A2%A8%E5%A4%AE.jpg,1999-03-03T15:00:00Z,B,愛知県,5,2014-12-31T15:00:00Z,2017-09-06T14:59:59Z,<nil>,0,,
8590637497,<nil>,<nil>,0,<nil>,2023-03-18T06:27:40Z,2023-03-18T06:27:40Z,rena_ogawa,kobushifactory,小川麗奈,小川麗奈,https://raw.githubusercontent.com/emolga587/hpsort2/master/public/member_pics/%E5%B0%8F%E5%B7%9D%E9%BA%97%E5%A5%88.jpg,2000-03-26T15:00:00Z,A,栃木,5,2014-12-31T15:00:00Z,2020-09-06T14:59:59Z,<nil>,0,,
8590783732,2025-01-30T02:01:01Z,<nil>,1,not crawled,2023-05-23T12:01:08Z,2025-01-30T02:01:12Z,yukiho_shimoitani,angerme,下井谷幸穂,シモイタニユキホ,https://cdn.helloproject.com/img/artist/m/6dd1c3ac9f0c59353a826fd8b2bf0a998df571fe.jpg,2006-08-03T15:00:00Z,O,岡山県,2,2023-05-22T15:00:00Z,<nil>,<nil>,0,#ff69b4,ホットピンク
8590783733,2025-01-30T02:01:01Z,<nil>,1,not crawled,2023-05-23T12:01:08Z,2025-01-30T02:01:12Z,hana_goto,angerme,後藤花,ゴトウハナ,https://cdn.helloproject.com/img/artist/m/acedbd0e1c17f6e6cf0eb38625e114548ba78ea1.jpg,2008-06-04T15:00:00Z,O,埼玉県,2,2023-05-22T15:00:00Z,<nil>,<nil>,0,#2e8b57,シーブルー
8590783744,2025-01-30T02:01:01Z,<nil>,1,not crawled,2023-05-23T12:01:11Z,2025-01-30T02:01:16Z,mifu_kawashima,juicejuice,川嶋美楓,カワシマミフ,https://cdn.helloproject.com/img/artist/m/b2f38ec78cee837fe57b238fb3b1aff77136e21a.jpg,2007-12-12T15:00:00Z,AB,京都府,3,2023-05-22T15:00:00Z,<nil>,<nil>,0,#ff0000,ピュアレッド
8590786238,2025-01-30T02:01:01Z,<nil>,1,not crawled,2023-05-25T01:01:05Z,2025-01-30T02:01:07Z,haruka_inoue,morningmusume,井上春華,イノウエハルカ,https://cdn.helloproject.com/img/artist/m/6724882fe6d8b0fcd2b26d2f7f37a74423d07936.jpg,2006-05-05T15:00:00Z,A,京都府,1,2023-05-22T15:00:00Z,<nil>,<nil>,0,#98ff98,ミントグリーン
8590786239,2025-01-30T02:01:01Z,<nil>,1,not crawled,2023-05-25T01:01:05Z,2025-01-30T02:01:07Z,ako_yumigeta,morningmusume,弓桁朱琴,ユミゲタアコ,https://cdn.helloproject.com/img/artist/m/aa545c402a4dc9cbe9c567fb917634567bfd2370.jpg,2008-07-07T15:00:00Z,A,静岡県,1,2023-05-22T15:00:00Z,<nil>,<nil>,0,#ff0000,ピュアレッド
8590919624,2025-01-30T02:01:01Z,<nil>,1,not crawled,2024-02-07T11:01:12Z,2025-01-30T02:01:22Z,mihane_ishii,tsubakifactory,石井泉羽,イシイミハネ,https://cdn.helloproject.com/img/artist/m/1dd7b6b0338dbe4bbc0e13de82d007ecd7b0adf6.jpg,2008-10-19T15:00:00Z,O,神奈川県,6,2024-02-06T15:00:00Z,<nil>,<nil>,0,#ffffff,ホワイト
8590919625,2025-01-30T02:01:01Z,<nil>,1,not crawled,2024-02-07T11:01:12Z,2025-01-30T02:01:22Z,yuu_murata,tsubakifactory,村田結生,ムラタユウ,https://cdn.helloproject.com/img/artist/m/5b30afe487275dddd3252b26deabc656f13c6431.jpg,2010-03-11T15:00:00Z,O,愛知県,6,2024-02-06T15:00:00Z,<nil>,<nil>,0,#ffb6c1,ライトピンク
8590919626,2025-01-30T02:01:01Z,<nil>,1,not crawled,2024-02-07T11:01:13Z,2025-01-30T02:01:22Z,fuka_doi,tsubakifactory,土居楓奏,ドイフウカ,https://cdn.helloproject.com/img/artist/m/0e065d7aff380d4aad730e01b5474689b3f8c35b.jpg,2010-03-22T15:00:00Z,AB,大阪府,6,2024-02-06T15:00:00Z,<nil>,<nil>,0,#00ff00,ブライトグリーン
8590977222,2025-01-30T02:01:01Z,<nil>,1,not crawled,2024-07-10T03:01:15Z,2025-01-30T02:01:35Z,honoka_hashida,rosychronicle,橋田歩果,ハシダホノカ,https://cdn.helloproject.com/img/artist/m/aae736b363e140a0b6801f60cf50c87b3b831763.jpg,2005-10-16T15:00:00Z,B,東京都,5271,2024-06-15T15:00:00Z,<nil>,<nil>,0,,
8590977223,2025-01-30T02:01:01Z,<nil>,1,not crawled,2024-07-10T03:01:15Z,2025-01-30T02:01:35Z,hinoha_yoshida,rosychronicle,吉田姫杷,ヨシダヒノハ,https://cdn.helloproject.com/img/artist/m/0cf47da3b603030e89eee559ab692325c16444e1.jpg,2007-07-07T15:00:00Z,AB,埼玉県,5271,2024-06-15T15:00:00Z,<nil>,<nil>,0,,
8590977224,2025-01-30T02:01:01Z,<nil>,1,not crawled,2024-07-10T03:01:16Z,2025-01-30T02:01:35Z,karin_onoda,rosychronicle,小野田華凜,オノダカリン,https://cdn.helloproject.com/img/artist/m/fdf999bf920b6b199493cf3b040766648fbdceea.jpg,2008-01-22T15:00:00Z,不明,東京都,5271,2024-06-15T15:00:00Z,<nil>,<nil>,0,,
8590977225,2025-01-30T02:01:01Z,<nil>,1,not crawled,2024-07-10T03:01:16Z,2025-01-30T02:01:35Z,ayana_murakoshi,rosychronicle,村越彩菜,ムラコシアヤナ,https://cdn.helloproject.com/img/artist/m/22d2a96b012a3a886f1ed3cee070e6be1284ddbf.jpg,2008-02-10T15:00:00Z,B,千葉県,5271,2024-06-15T15:00:00Z,<nil>,<nil>,0,,
8590977226,2025-01-30T02:01:01Z,<nil>,1,not crawled,2024-07-10T03:01:16Z,2025-01-30T02:01:35Z,hasumi_uemura,rosychronicle,植村葉純,ウエムラハスミ,https://cdn.helloproject.com/img/artist/m/a4dfc4c9bd5b941292c1911396f089522f300c22.jpg,2008-02-24T15:00:00Z,AB,大阪府,5271,2024-06-15T15:00:00Z,<nil>,<nil>,0,,
8590977227,2025-01-30T02:01:01Z,<nil>,1,not crawled,2024-07-10T03:01:16Z,2025-01-30T02:01:35Z,yulia_matsubara,rosychronicle,松原ユリヤ,マツバラユリヤ,https://cdn.helloproject.com/img/artist/m/412de4bfc321e2954f22b324d36f4b0e8b399803.jpg,2008-02-25T15:00:00Z,A,東京都,5271,2024-06-15T15:00:00Z,<nil>,<nil>,0,,
8590977228,2025-01-30T02:01:01Z,<nil>,1,not crawled,2024-07-10T03:01:17Z,2025-01-30T02:01:35Z,hana_shimakawa,rosychronicle,島川波菜,シマカワハナ,https://cdn.helloproject.com/img/artist/m/ce24b41885be6ea425daa2b25135c74360b3183a.jpg,2008-04-17T15:00:00Z,A,神奈川県,5271,2024-06-15T15:00:00Z,<nil>,<nil>,0,,
8590977229,2025-01-30T02:01:01Z,<nil>,1,not crawled,2024-07-10T03:01:17Z,2025-01-30T02:01:35Z,rena_kamimura,rosychronicle,上村麗菜,カミムラレナ,https://cdn.helloproject.com/img/artist/m/ca1e5c7510cb969fb2af866f126a4dac333209ca.jpg,2009-06-14T15:00:00Z,A,鹿児島県,5271,2024-06-15T15:00:00Z,<nil>,<nil>,0,,
8590977230,2025-01-30T02:01:01Z,<nil>,1,not crawled,2024-07-10T03:01:17Z,2025-01-30T02:01:36Z,yume_soma,rosychronicle,相馬優芽,ソウマユメ,https://cdn.helloproject.com/img/artist/m/d4ed779321f8324d707569a1039d10f290a2a9be.jpg,2011-02-03T15:00:00Z,O,埼玉県,5271,2024-06-15T15:00:00Z,<nil>,<nil>,0,,
